log2FoldChange,pvalue,gene_id,symbol
-0.425763732,0.444938734,ENSG00000242405,NA
-0.179340906,0.579336169,ENSG00000242411,NA
-0.278300821,0.019583303,ENSG00000242445,NA
0.314932117,0.151463708,ENSG00000242457,NA
-0.108200498,0.575683138,ENSG00000242477,NA
0.014564376,0.922150247,ENSG00000242485,MRPL20
0.018043137,0.90738773,ENSG00000242498,ARPIN
0.359609135,0.478999088,ENSG00000242537,NA
-0.140680141,0.756511398,ENSG00000242562,NA
-0.305625608,0.226535013,ENSG00000242571,NA
-0.179067548,0.472559034,ENSG00000242612,DECR2
0.57803884,0.263909741,ENSG00000242622,NA
-0.008244688,0.963977434,ENSG00000242660,NA
0.137611657,0.798405446,ENSG00000242661,NA
0.121811277,0.705860423,ENSG00000242667,NA
-1.004323554,0.109758941,ENSG00000242687,NA
0.548403168,0.02541925,ENSG00000242692,NA
0.078438457,0.660457074,ENSG00000242697,NA
-0.406670489,0.426389886,ENSG00000242706,NA
0.151080305,0.477716776,ENSG00000242732,RTL5
-0.537197443,0.021091348,ENSG00000242747,NA
0.417775586,0.352916128,ENSG00000242756,NA
-1.03226339,0.1021995,ENSG00000242779,ZNF702P
0.12472563,0.382600497,ENSG00000242802,AP5Z1
0.191065779,0.129934028,ENSG00000242814,NA
-0.567902611,0.121842795,ENSG00000242849,NA
0.120614385,0.578204573,ENSG00000242858,NA
-0.451863364,0.392019154,ENSG00000242882,NA
-0.014191577,0.96476554,ENSG00000242899,NA
0.090510156,0.578577792,ENSG00000242951,NA
-0.009211625,0.965202342,ENSG00000242952,NA
0.162466488,0.169705232,ENSG00000242960,NA
0.008482767,0.946682338,ENSG00000242970,NA
0.503226199,2.27E-05,ENSG00000242992,NA
-0.209539893,0.349251111,ENSG00000243007,NA
0.009449774,0.954048556,ENSG00000243014,NA
-0.363334397,0.059866517,ENSG00000243071,NA
-0.119306596,0.625674968,ENSG00000243095,NA
0.054700132,0.839869155,ENSG00000243099,NA
-0.08032204,0.674293389,ENSG00000243130,PSG11
0.05172782,0.769393598,ENSG00000243137,PSG4
0.319742501,0.20554499,ENSG00000243147,MRPL33
-0.239191163,0.077961925,ENSG00000243156,MICAL3
0.607879291,0.034643097,ENSG00000243160,NA
0.031170304,0.924310963,ENSG00000243167,NA
-0.213170428,0.347798033,ENSG00000243181,NA
0.119006226,0.275098766,ENSG00000243199,NA
-0.308519197,0.579177036,ENSG00000243244,STON1
0.487710824,0.005202995,ENSG00000243279,PRAF2
0.015004753,0.961003086,ENSG00000243280,NA
0.259748902,0.5748531,ENSG00000243289,NA
-0.326100784,0.427600407,ENSG00000243297,NA
0.122140243,0.74142213,ENSG00000243302,NA
0.772354392,0.003299793,ENSG00000243312,NA
0.005435032,0.967247722,ENSG00000243317,STMP1
0.609266104,0.000561368,ENSG00000243335,KCTD7
-0.501900771,0.176193506,ENSG00000243364,EFNA4
-0.5805981,0.23451797,ENSG00000243388,NA
0.207348044,0.169864825,ENSG00000243403,NA
-0.152430201,0.570186157,ENSG00000243417,NA
-0.415812622,0.357650325,ENSG00000243422,NA
0.609984594,0.265155805,ENSG00000243431,NA
-0.209181938,0.550329918,ENSG00000243444,PALM2AKAP2
0.894223423,0.002353095,ENSG00000243445,NA
0.211649456,0.168359158,ENSG00000243449,C4orf48
-0.178469523,0.766779476,ENSG00000243455,NA
0.735358498,0.000400373,ENSG00000243477,NAA80
-0.090215063,0.761092594,ENSG00000243498,NA
0.127872128,0.304564833,ENSG00000243517,NA
0.066277299,0.611511798,ENSG00000243547,NA
0.485470248,0.236813694,ENSG00000243554,NA
0.158537814,0.690119716,ENSG00000243592,NA
0.452478951,0.014766087,ENSG00000243646,IL10RB
-0.3603687,0.480386515,ENSG00000243660,ZNF487
-0.95387453,0.096004198,ENSG00000243663,NA
0.286449199,0.585832326,ENSG00000243667,WDR92
1.457761695,0.000224465,ENSG00000243674,NA
0.617939769,0.123413561,ENSG00000243678,NME2
0.240147995,0.438923364,ENSG00000243679,NA
0.146798331,0.735345852,ENSG00000243680,NA
0.842670899,0.099947477,ENSG00000243697,NA
-0.294777565,0.206116388,ENSG00000243701,DUBR
-0.115550248,0.454121371,ENSG00000243716,NPIPB5
-0.196452272,0.237032031,ENSG00000243721,NA
1.390735052,0.00011008,ENSG00000243730,NA
0.71991752,0.000591983,ENSG00000243742,RPLP0P2
0.534117977,0.30016388,ENSG00000243744,NA
0.041442036,0.827115608,ENSG00000243746,NA
0.039423275,0.898130688,ENSG00000243753,HLA-L
-0.069535248,0.645935391,ENSG00000243759,NA
-0.277377674,0.576130655,ENSG00000243766,NA
-0.355706323,0.421446472,ENSG00000243775,OSTCP1
0.057712859,0.873857983,ENSG00000243777,NA
0.208112808,0.170395387,ENSG00000243779,NA
-0.699355371,0.21463823,ENSG00000243794,NA
0.449999638,0.010396045,ENSG00000243802,NA
0.04501358,0.930036315,ENSG00000243811,APOBEC3D
-0.00809547,0.960691694,ENSG00000243824,NA
-0.257683333,0.215323336,ENSG00000243829,NA
0.366019236,0.005232355,ENSG00000243830,NA
0.751252259,0.221413446,ENSG00000243838,NA
0.439874163,0.072113576,ENSG00000243859,NA
-0.01919647,0.926993685,ENSG00000243904,NA
-0.054380222,0.890696481,ENSG00000243910,TUBA4B
-0.835095338,0.045298149,ENSG00000243915,NA
-0.244028663,0.523296764,ENSG00000243916,NA
0.339627557,0.236171343,ENSG00000243918,NA
-0.052785602,0.771988265,ENSG00000243927,MRPS6
0.059773464,0.771631357,ENSG00000243943,ZNF512
0.068454632,0.598668477,ENSG00000243964,NA
-0.209518767,0.454903495,ENSG00000243974,NA
-0.270576686,0.521558469,ENSG00000243979,NA
0.192424064,0.392594887,ENSG00000243988,NA
0.53487887,0.306321661,ENSG00000243989,ACY1
-0.199953165,0.332287886,ENSG00000244005,NFS1
0.115834365,0.636256283,ENSG00000244009,NA
-0.106976552,0.850533487,ENSG00000244019,NA
-0.128915322,0.426998917,ENSG00000244021,NA
-0.05746713,0.702343002,ENSG00000244026,FAM86DP
0.203067859,0.078004907,ENSG00000244038,DDOST
-0.629055331,0.273282769,ENSG00000244043,NA
-0.029435673,0.909518796,ENSG00000244045,TMEM199
0.14222701,0.459116265,ENSG00000244052,NA
0.045929768,0.866547141,ENSG00000244053,NA
-0.101901739,0.655744738,ENSG00000244073,NA
0.390144343,0.024524823,ENSG00000244086,NA
-0.012920783,0.959879322,ENSG00000244097,NA
-0.247093385,0.369209141,ENSG00000244119,NA
-1.019961366,0.013104049,ENSG00000244153,NA
0.356057141,0.539876108,ENSG00000244161,FLNB-AS1
-0.086241967,0.814278848,ENSG00000244165,P2RY11
-0.283759206,0.266834619,ENSG00000244171,NA
-0.066563175,0.754583945,ENSG00000244187,TMEM141
1.059291031,0.099496514,ENSG00000244198,NA
-0.137188282,0.806805535,ENSG00000244199,NA
-0.271952121,0.598573397,ENSG00000244218,NA
0.547198741,0.074556739,ENSG00000244226,NA
-0.055814922,0.880483094,ENSG00000244229,NA
-0.324868403,0.523995667,ENSG00000244242,IFITM10
0.385372528,0.024004719,ENSG00000244245,NA
-0.782560086,0.152310962,ENSG00000244251,NA
0.436119582,0.001044536,ENSG00000244257,NA
-0.027490181,0.96025325,ENSG00000244266,NA
-0.000612146,0.99917874,ENSG00000244274,DBNDD2
-0.126974647,0.588395709,ENSG00000244300,NA
-0.194185319,0.143122095,ENSG00000244313,NA
0.138912641,0.663572921,ENSG00000244331,NA
0.231315203,0.034045955,ENSG00000244363,NA
-0.500503303,0.380349341,ENSG00000244371,NA
-0.184042792,0.704058929,ENSG00000244381,NA
0.131851515,0.303381142,ENSG00000244398,NA
1.510995388,1.84E-24,ENSG00000244405,ETV5
-0.719388294,0.040776028,ENSG00000244414,CFHR1
-0.432620791,0.001030707,ENSG00000244462,RBM12
0.642413659,0.288477344,ENSG00000244479,NA
0.193198998,0.088920163,ENSG00000244486,SCARF2
-0.393493452,0.08120145,ENSG00000244490,NA
-0.011253882,0.94254158,ENSG00000244509,APOBEC3C
-0.295915692,0.095267805,ENSG00000244515,NA
0.254767649,0.615901614,ENSG00000244527,NA
0.062724725,0.713535429,ENSG00000244538,NA
0.31396952,0.505297938,ENSG00000244567,NA
-0.448916655,0.210358437,ENSG00000244582,NA
-0.087516422,0.829917425,ENSG00000244585,NA
-0.655897687,0.000308752,ENSG00000244586,NA
0.139382009,0.579194118,ENSG00000244593,NA
0.435493626,0.035368947,ENSG00000244604,NA
0.099850447,0.84571692,ENSG00000244625,NA
-1.82399187,0.073801704,ENSG00000244642,NA
-0.054885956,0.920485254,ENSG00000244687,UBE2V1
0.562262926,0.329983332,ENSG00000244693,CTAGE8
-1.225422732,0.003204257,ENSG00000244703,NA
-0.078636598,0.514754476,ENSG00000244716,NA
0.026363336,0.898794888,ENSG00000244722,NA
-0.687968685,0.174848953,ENSG00000244731,C4A
-0.433931427,0.078106185,ENSG00000244733,NA
0.268611129,0.36452638,ENSG00000244752,CRYBB2
-0.17903128,0.29465533,ENSG00000244754,N4BP2L2
-0.22332493,0.259783409,ENSG00000244879,NA
0.514204153,0.087756273,ENSG00000244921,NA
-0.009992596,0.979779837,ENSG00000245060,LINC00847
0.05515718,0.920710172,ENSG00000245149,RNF139-AS1
0.231514675,0.086096281,ENSG00000245205,NA
-0.713313851,0.090356034,ENSG00000245275,SAP30L-AS1
0.06960892,0.603253005,ENSG00000245532,NEAT1
0.767956126,0.068827042,ENSG00000245556,SCAMP1-AS1
-0.2101014,0.355571516,ENSG00000245571,FAM111A-DT
0.149850995,0.500241116,ENSG00000245680,ZNF585B
0.659579035,0.00600438,ENSG00000245694,CRNDE
0.000250254,0.999649173,ENSG00000245849,RAD51-AS1
0.527530853,0.091865718,ENSG00000245910,SNHG6
0.50182528,0.015095899,ENSG00000245937,LINC01184
-0.392899643,0.213901966,ENSG00000245958,LOC645513
0.420937571,0.269340224,ENSG00000246089,LOC100287015
-0.661579073,0.095075109,ENSG00000246090,LOC100507053
0.256926108,0.381505229,ENSG00000246203,NA
-0.737888248,0.182642688,ENSG00000246263,NA
-0.177188387,0.713211147,ENSG00000246273,SBF2-AS1
0.322820223,0.158182408,ENSG00000246430,LINC00968
-0.497984892,0.091290353,ENSG00000246451,NA
-0.201892885,0.617763715,ENSG00000246575,NA
-0.513246847,0.099612881,ENSG00000246596,NA
0.145188755,0.407412057,ENSG00000246695,NA
0.474053842,0.012911501,ENSG00000246705,H2AJ
-0.135156768,0.417408997,ENSG00000246763,RGMB-AS1
-0.954276467,4.97E-06,ENSG00000246859,STARD4-AS1
-1.141270015,0.039888211,ENSG00000246922,UBAP1L
0.010056658,0.987078176,ENSG00000246985,SOCS2-AS1
-0.039205403,0.768971723,ENSG00000247077,PGAM5
-0.304916013,0.476516001,ENSG00000247081,LOC105369147
0.090268438,0.845005505,ENSG00000247092,NA
-0.94045616,0.111833227,ENSG00000247095,MIR210HG
-0.29460002,0.638397651,ENSG00000247137,LOC100506282
-0.003747334,0.99316739,ENSG00000247240,UBL7-AS1
0.523132792,0.30762146,ENSG00000247271,ZBED5-AS1
0.416070699,0.018548842,ENSG00000247315,ZCCHC3
-0.074634501,0.874725361,ENSG00000247373,NA
2.562446968,2.02E-08,ENSG00000247400,DNAJC3-DT
0.103432397,0.824339729,ENSG00000247516,MIR4458HG
0.13425265,0.257572042,ENSG00000247556,OIP5-AS1
-0.21403651,0.625776821,ENSG00000247570,NA
0.898754861,0.050633501,ENSG00000247572,CKMT2-AS1
-0.185978405,0.237621553,ENSG00000247596,TWF2
0.318766679,0.135286893,ENSG00000247626,MARS2
0.117756633,0.416351596,ENSG00000247627,NA
-0.621338082,0.235725859,ENSG00000247679,NA
-0.446331561,0.262372866,ENSG00000247746,USP51
0.344613085,0.150367321,ENSG00000247763,NA
-0.587915257,0.233815115,ENSG00000247796,LOC257396
0.108839897,0.784084769,ENSG00000247809,NR2F2-AS1
-1.294216092,0.002022066,ENSG00000247828,TMEM161B-AS1
-0.189928985,0.532940769,ENSG00000247903,NA
0.860848465,0.181585146,ENSG00000247934,NA
-0.5447405,0.018775718,ENSG00000248008,NRAV
1.140105807,3.37E-05,ENSG00000248049,UBA6-AS1
0.060598618,0.75862001,ENSG00000248092,NA
-0.392232403,0.067023186,ENSG00000248113,NA
0.812276768,0.041930912,ENSG00000248121,NA
0.24174617,0.449346388,ENSG00000248124,NA
-0.392022133,0.377007696,ENSG00000248155,NA
-0.832045288,0.000536345,ENSG00000248159,NA
-0.266899562,0.315813874,ENSG00000248180,NA
0.516261728,0.291973128,ENSG00000248208,NA
0.134368456,0.750197632,ENSG00000248216,NA
0.058287583,0.749344202,ENSG00000248257,NA
0.856449015,0.036693675,ENSG00000248275,TRIM52-AS1
-0.455502581,0.045512298,ENSG00000248278,LOC105371814
0.273596379,0.035593843,ENSG00000248333,CDK11B
0.498617163,0.007778512,ENSG00000248334,NA
0.114040041,0.556981026,ENSG00000248394,NA
-0.291498716,0.332542867,ENSG00000248400,NA
-0.364548246,0.199344357,ENSG00000248415,NA
0.565523591,0.271402532,ENSG00000248432,NA
0.130695507,0.778050852,ENSG00000248472,DDX11L9
0.267159877,0.308029019,ENSG00000248487,ABHD14A
3.111665698,1.35E-05,ENSG00000248498,ASNSP1
0.730628345,0.081889105,ENSG00000248527,NA
-0.102493809,0.848538002,ENSG00000248546,ANP32C
0.126864983,0.603446403,ENSG00000248569,NA
0.187170919,0.259645351,ENSG00000248578,NA
0.309238066,0.094607939,ENSG00000248593,DSTNP2
-0.692025537,0.216642498,ENSG00000248610,NA
-0.420646054,0.003994767,ENSG00000248626,NA
-0.148390809,0.242632915,ENSG00000248641,NA
-0.018567246,0.971452315,ENSG00000248648,NA
1.120968138,0.018754753,ENSG00000248690,NA
0.529616161,0.023620373,ENSG00000248697,NA
-0.357109213,0.127973114,ENSG00000248698,LINC01085
-0.528299568,0.000913406,ENSG00000248699,NA
-0.782117906,0.178931746,ENSG00000248746,ACTN3
-0.19870951,0.597050283,ENSG00000248780,NA
-0.320438278,0.317427123,ENSG00000248781,NA
-0.358171556,0.375766844,ENSG00000248785,NA
-0.235988439,0.369259152,ENSG00000248794,NA
0.02473984,0.913203318,ENSG00000248795,NA
-0.420510912,0.488288113,ENSG00000248827,NA
-0.103304565,0.842557956,ENSG00000248830,NA
0.31038281,0.446242513,ENSG00000248866,USP46-AS1
-0.070985688,0.59195644,ENSG00000248873,NA
0.258168233,0.136724764,ENSG00000248905,FMN1
0.291828024,0.523300974,ENSG00000248909,NA
0.246840057,0.112349426,ENSG00000248923,NA
-0.509834163,0.214334628,ENSG00000248927,NA
-0.073847712,0.852649323,ENSG00000248930,NA
0.201935771,0.573092475,ENSG00000248955,NA
-0.281442763,0.187369407,ENSG00000248966,NA
0.529488367,0.133143949,ENSG00000249004,NA
-0.215895821,0.236953333,ENSG00000249014,NA
-0.092343649,0.697015924,ENSG00000249026,NA
-0.47050947,0.065690231,ENSG00000249031,NA
0.284996346,0.515013814,ENSG00000249042,NA
-0.211845523,0.307052652,ENSG00000249064,NA
0.9017011,0.000644774,ENSG00000249072,NA
0.153271924,0.375161985,ENSG00000249115,HAUS5
0.743733126,0.070415051,ENSG00000249119,NA
0.06578714,0.847016614,ENSG00000249129,NA
0.312204166,0.609142773,ENSG00000249142,NA
-0.388751694,0.048524192,ENSG00000249149,NA
-0.164063396,0.403695118,ENSG00000249193,NA
-0.084776931,0.80241438,ENSG00000249210,NA
0.183257652,0.559453852,ENSG00000249215,NA
0.698826065,0.079946719,ENSG00000249222,ATP5MGL
0.30012528,0.400290417,ENSG00000249242,TMEM150C
0.128711726,0.720692157,ENSG00000249244,NA
0.141105319,0.542118376,ENSG00000249245,NA
0.578321499,0.232337248,ENSG00000249256,NA
0.253696159,0.012295044,ENSG00000249264,NA
0.047575075,0.881381309,ENSG00000249271,NA
0.530274435,0.274742656,ENSG00000249311,NA
0.216834841,0.070078061,ENSG00000249353,NA
-0.60362776,0.034755558,ENSG00000249437,NAIP
0.681427632,0.02148184,ENSG00000249456,NA
0.275676935,0.208420113,ENSG00000249459,ZNF286B
-0.187983497,0.550236453,ENSG00000249465,NA
0.002648431,0.990220661,ENSG00000249471,ZNF324B
0.331286183,0.076894161,ENSG00000249485,NA
-0.225418024,0.520096827,ENSG00000249489,NA
0.292974998,0.486428453,ENSG00000249506,NA
-0.009625883,0.933226913,ENSG00000249565,NA
1.388390179,0.000864107,ENSG00000249592,LOC100129917
-0.056096615,0.782419011,ENSG00000249617,NA
0.189875291,0.522090769,ENSG00000249626,NA
0.017342766,0.976458153,ENSG00000249668,NA
-0.975077221,3.94E-05,ENSG00000249669,NA
0.181128953,0.391034658,ENSG00000249673,NA
-0.208962632,0.721599341,ENSG00000249700,SRD5A3-AS1
0.124489688,0.621045093,ENSG00000249741,NA
0.925443312,0.024437921,ENSG00000249755,NA
0.017614643,0.972172022,ENSG00000249779,NA
0.547249685,0.113894111,ENSG00000249780,NA
-0.320723522,0.558043442,ENSG00000249799,NA
0.184685496,0.604717279,ENSG00000249815,NA
0.069084485,0.743724011,ENSG00000249839,NA
0.64123538,0.219808315,ENSG00000249850,NA
0.226155631,0.488046282,ENSG00000249853,HS3ST5
0.097918969,0.434068212,ENSG00000249855,NA
0.165712434,0.474582655,ENSG00000249858,NA
0.550694322,0.04748318,ENSG00000249859,PVT1
-0.105660008,0.811615402,ENSG00000249908,NA
-0.137193436,0.333528434,ENSG00000249915,PDCD6
-0.45036109,0.088219569,ENSG00000249930,NA
0.170075736,0.313687361,ENSG00000249936,NA
-0.782698311,0.17405288,ENSG00000249986,NA
0.065621753,0.64946439,ENSG00000249992,TMEM158
-0.502140706,0.121201631,ENSG00000250031,NA
0.526122499,0.343294114,ENSG00000250033,SLC7A11-AS1
-0.140963155,0.8165652,ENSG00000250067,YJEFN3
-1.058164852,0.04177128,ENSG00000250076,NA
-0.84513362,0.112586273,ENSG00000250091,NA
0.38429592,0.371767447,ENSG00000250132,NA
0.052885836,0.666225441,ENSG00000250144,NA
0.310343263,0.2424751,ENSG00000250162,NA
0.184530987,0.091787661,ENSG00000250182,NA
-0.196285281,0.617354686,ENSG00000250221,NA
0.024808691,0.948682852,ENSG00000250241,LOC101927359
0.504896957,8.15E-05,ENSG00000250251,NA
-0.211365477,0.326744711,ENSG00000250273,NA
-0.303552554,0.540337287,ENSG00000250303,LINC02762
-0.422612334,0.002769439,ENSG00000250305,TRMT9B
-0.741163691,0.017816372,ENSG00000250312,ZNF718
-0.046244015,0.862394705,ENSG00000250317,SMIM20
-0.250737844,0.680517216,ENSG00000250318,NA
0.355792785,0.083652304,ENSG00000250321,NA
-0.727169086,0.016782475,ENSG00000250332,NA
-0.064637847,0.77467998,ENSG00000250346,NA
-0.065468094,0.794329352,ENSG00000250363,NA
-0.694856691,0.179243284,ENSG00000250397,NA
-0.353301402,0.521640473,ENSG00000250403,NA
-0.210342074,0.627631173,ENSG00000250412,NA
0.084068285,0.701657042,ENSG00000250444,NA
0.389148345,0.087667995,ENSG00000250461,NA
0.323847349,0.125011272,ENSG00000250462,NA
0.168072999,0.492842262,ENSG00000250471,NA
0.630710821,1.19E-05,ENSG00000250479,CHCHD10
0.608435161,0.017491955,ENSG00000250492,NA
-0.457333272,0.025916154,ENSG00000250504,NA
0.07127904,0.899295438,ENSG00000250510,GPR162
0.096832586,0.641688863,ENSG00000250526,NA
-0.424121278,0.372894296,ENSG00000250535,NA
-0.189767801,0.283136999,ENSG00000250536,NA
-0.463468679,0.254799035,ENSG00000250539,NA
0.21665159,0.494916061,ENSG00000250565,ATP6V1E2
-0.30994918,0.131164545,ENSG00000250568,NA
-0.098315405,0.705199409,ENSG00000250571,GLI4
-0.763687154,0.205595666,ENSG00000250580,NA
0.120129544,0.461511313,ENSG00000250588,NA
0.193859709,0.749129825,ENSG00000250687,NA
-0.648617434,0.056961633,ENSG00000250705,H3P23
-0.066449739,0.863309961,ENSG00000250731,NA
0.186366055,0.551626746,ENSG00000250742,LINC02381
3.172728993,3.32E-157,ENSG00000250746,NA
0.327869568,0.496990315,ENSG00000250762,NA
0.104368578,0.480042482,ENSG00000250786,SNHG18
-0.283051694,0.626957223,ENSG00000250794,NA
0.520204967,0.167706902,ENSG00000250826,NA
-0.118385854,0.593603718,ENSG00000250848,NA
-0.198809244,0.762488079,ENSG00000250853,NA
-0.001529234,0.995265736,ENSG00000250859,NA
0.285086069,0.022383974,ENSG00000250896,NA
-0.493463253,0.019156086,ENSG00000250899,NA
0.028358309,0.963445896,ENSG00000250903,NA
-0.789643024,0.179041041,ENSG00000250950,NA
-0.010810569,0.974994514,ENSG00000250959,GLUD1P3
-0.245328082,0.227135781,ENSG00000250966,NA
-0.328852603,0.136825869,ENSG00000250982,NA
-0.016844662,0.963735691,ENSG00000251000,NA
0.295732709,0.109425177,ENSG00000251022,THAP9-AS1
-0.014613569,0.904925973,ENSG00000251062,NA
0.298915151,0.265933484,ENSG00000251066,NA
1.115708442,1.35E-08,ENSG00000251102,NA
0.763909394,0.016134486,ENSG00000251122,NA
-0.204118648,0.615331681,ENSG00000251136,LOC101929709
-0.524666119,0.31229033,ENSG00000251151,HOXC-AS3
0.49827829,0.034656376,ENSG00000251192,ZNF674
-0.055329197,0.916663091,ENSG00000251204,NA
-0.746564313,0.1762058,ENSG00000251211,NA
0.009701434,0.983585026,ENSG00000251235,NA
0.644912094,0.303984079,ENSG00000251247,ZNF345
0.033599979,0.903091359,ENSG00000251259,NA
-0.46592642,0.230654645,ENSG00000251273,NA
-0.080173869,0.857981145,ENSG00000251287,ALG1L2
-0.061402442,0.819523696,ENSG00000251297,NA
0.073960995,0.710900293,ENSG00000251322,SHANK3
-0.295286113,0.222621698,ENSG00000251333,NA
0.524368027,0.366287288,ENSG00000251359,WWC2-AS2
1.097699307,7.29E-07,ENSG00000251369,ZNF550
-0.12201801,0.58016499,ENSG00000251400,NA
0.103039381,0.835463802,ENSG00000251411,NA
0.027989554,0.879437405,ENSG00000251429,NA
-0.146350318,0.769077436,ENSG00000251441,NA
0.494416201,0.051811583,ENSG00000251467,NA
0.124287745,0.626248294,ENSG00000251474,RPL32P3
-0.333594153,0.384731445,ENSG00000251478,NA
-0.044808187,0.860282879,ENSG00000251484,NA
0.48114511,0.000110266,ENSG00000251493,FOXD1
-0.0258076,0.861335673,ENSG00000251495,NA
0.188121435,0.620883016,ENSG00000251548,NA
-0.89467317,1.86E-11,ENSG00000251562,MALAT1
-0.053159145,0.86644547,ENSG00000251583,NA
-0.254716011,0.038839969,ENSG00000251593,NA
-0.610489284,0.294225297,ENSG00000251595,ABCA11P
-0.406523329,0.52788877,ENSG00000251596,NA
-0.367339936,0.282188739,ENSG00000251602,LOC100507437
0.321371632,0.484367076,ENSG00000251624,NA
-0.112322897,0.829695464,ENSG00000251633,NA
-0.401686923,0.278996244,ENSG00000251634,NA
-0.327889006,0.530274708,ENSG00000251667,NA
0.001561933,0.996215699,ENSG00000251669,FAM86EP
0.380046309,0.51514528,ENSG00000251792,NA
0.006849442,0.98850705,ENSG00000253106,NA
-0.203944796,0.645560181,ENSG00000253114,NA
-0.48695244,0.150617807,ENSG00000253119,NA
-0.096766384,0.829185854,ENSG00000253146,NA
-0.188937085,0.25850132,ENSG00000253159,PCDHGA12
0.593055911,0.066107082,ENSG00000253161,NA
-0.386153049,0.519073239,ENSG00000253173,NA
-0.444491946,0.361460042,ENSG00000253180,NA
-0.13313022,0.542654245,ENSG00000253183,NA
0.698735961,0.029619289,ENSG00000253187,HOXA10-AS
-0.547021602,0.065496825,ENSG00000253200,NA
-1.003936511,0.002307231,ENSG00000253203,GUSBP3
-0.048660494,0.91009342,ENSG00000253204,NA
-0.423607533,0.44831387,ENSG00000253210,NA
-0.255484344,0.483802555,ENSG00000253213,NA
0.689777457,0.082428562,ENSG00000253223,NA
0.980425112,0.019050351,ENSG00000253228,NA
-0.557732851,0.115400609,ENSG00000253250,C8orf88
0.649300042,0.171654351,ENSG00000253251,SHLD3
0.252637513,0.0435351,ENSG00000253276,CCDC71L
-0.608707383,0.001994381,ENSG00000253293,HOXA10
0.043109458,0.799448923,ENSG00000253304,TMEM200B
0.194397741,0.714700461,ENSG00000253305,PCDHGB6
0.133653521,0.266457502,ENSG00000253341,NA
-0.304203264,0.008575816,ENSG00000253352,TUG1
-0.929372801,0.005714803,ENSG00000253366,NA
0.332416317,0.003137092,ENSG00000253368,TRNP1
0.163161109,0.636509045,ENSG00000253415,NA
-0.142102412,0.423519187,ENSG00000253439,NA
-0.139301407,0.755553303,ENSG00000253485,PCDHGA5
1.790908854,7.39E-08,ENSG00000253488,NA
-0.093138914,0.502876658,ENSG00000253506,NACA2
-0.583250365,0.150449868,ENSG00000253517,NA
-0.273116418,0.194555043,ENSG00000253537,PCDHGA7
0.134180047,0.732965138,ENSG00000253540,NA
-0.39127736,0.039731432,ENSG00000253541,NA
-0.440225266,0.303650352,ENSG00000253555,NA
0.124629617,0.648008813,ENSG00000253570,NA
0.391232856,0.132388844,ENSG00000253605,NA
0.351645924,0.364332944,ENSG00000253606,NA
0.705428433,0.035795432,ENSG00000253626,EIF5AL1
-0.690103157,0.273325112,ENSG00000253669,NA
-0.315598672,0.01400056,ENSG00000253676,NA
0.129629178,0.474609731,ENSG00000253683,NA
0.327956948,0.142484594,ENSG00000253710,ALG11
0.204619751,0.155004663,ENSG00000253719,ATXN7L3B
-0.455529386,0.098618552,ENSG00000253721,NA
-0.378289156,0.000334143,ENSG00000253729,PRKDC
-0.571300494,0.150891997,ENSG00000253731,PCDHGA6
-0.760040422,7.65E-05,ENSG00000253738,OTUD6B-AS1
-0.153293435,0.718045085,ENSG00000253767,PCDHGA8
-0.034925231,0.913567717,ENSG00000253785,NA
0.143086435,0.325778805,ENSG00000253797,UTP14C
-0.985490087,0.00363525,ENSG00000253816,NA
0.318084412,0.587140424,ENSG00000253831,ETV3L
-0.020555826,0.895253502,ENSG00000253833,NA
-0.404651846,0.362267546,ENSG00000253837,LOC100507156
0.004147513,0.987943743,ENSG00000253846,PCDHGA10
0.221216198,0.391349071,ENSG00000253869,NA
-0.156261224,0.682578403,ENSG00000253873,PCDHGA11
-0.013620102,0.965922094,ENSG00000253886,NA
0.51005042,0.305289082,ENSG00000253893,NA
-0.494127055,0.045095961,ENSG00000253899,NA
-0.323923345,0.359813936,ENSG00000253910,PCDHGB2
-0.467736244,0.698527906,ENSG00000253915,NA
-0.039682042,0.814439504,ENSG00000253919,NA
0.432669897,0.424425429,ENSG00000253943,NA
0.181000964,0.228140475,ENSG00000253945,NA
-0.440250382,0.002814375,ENSG00000253953,PCDHGB4
-0.025478917,0.894699776,ENSG00000253954,NA
-0.098224079,0.63852941,ENSG00000253971,NA
0.381236621,0.243386935,ENSG00000253982,LOC101927752
0.176428489,0.692018786,ENSG00000253991,NA
0.07968362,0.858619819,ENSG00000253993,NA
-0.150614664,0.596413283,ENSG00000253995,NA
-0.241002024,0.247074353,ENSG00000254004,ZNF260
-0.243265591,0.139830599,ENSG00000254012,NA
-0.723011765,0.013026114,ENSG00000254013,NA
-0.557247632,0.224351522,ENSG00000254023,NA
-0.462109954,0.284519318,ENSG00000254037,NA
-0.115761014,0.34275802,ENSG00000254087,LYN
-0.479966661,0.439946018,ENSG00000254088,NA
0.597837951,0.044150749,ENSG00000254093,PINX1
0.514615281,0.048053321,ENSG00000254132,NA
0.318245954,0.454696796,ENSG00000254170,NA
0.258477496,0.306169495,ENSG00000254185,NA
-0.800893865,0.149334219,ENSG00000254198,NA
-0.297652313,0.073321908,ENSG00000254206,NPIPB11
0.096404065,0.810336986,ENSG00000254221,PCDHGB1
-0.438369195,0.062228422,ENSG00000254244,NA
-0.106563886,0.831431072,ENSG00000254245,PCDHGA3
-0.366564455,0.220449869,ENSG00000254252,NA
